rodent_uid,trap_uid,clean_names,genus,sub_family,family,sex,age_group,weight,head_body,cut_tail,hind_foot,ear,length_skull,testes,seminal_vesicles,vagina_perforate,teats_visible,pairs_teats,number_embryos,notes,all_samples,source_data,village,visit,trap_night,grid_number,trap_number
1_LAL_001,lalehun_1_1_1_21,lophuromys_sikapusi,lophuromys,murinae,muridae,male,adult,79,140,NA,22,17,40,outside,not_noted,na,na,NA,NA,NA,yes,Paper,lalehun,1,1,1,21
1_LAL_002,lalehun_1_1_1_46,crocidura_olivieri,crocidura,crocidurinae,soricidae,male,not_known,39,137,NA,20,11,44,inside,not_noted,na,na,NA,NA,NA,yes,Paper,lalehun,1,1,1,46
1_LAL_003,lalehun_1_1_2_102,lemniscomys_striatus,lemniscomys,murinae,muridae,female,adult,55,118,NA,26,18,29,na,na,open,visible,NA,6,NA,no,Paper,lalehun,1,1,2,102
1_LAL_004,lalehun_1_1_2_106,lophuromys_sikapusi,lophuromys,murinae,muridae,male,adult,60.5,138,NA,22,14,39,outside,developed,na,na,NA,NA,NA,yes,Paper,lalehun,1,1,2,106
1_LAL_005,lalehun_1_1_3_184,crocidura_theresae,crocidura,crocidurinae,soricidae,male,not_known,12,84,NA,14,9,29,inside,not_noted,na,na,NA,NA,NA,no,Paper,lalehun,1,1,3,184
1_LAL_006,lalehun_1_3_1_28,mus_setulosus,mus,murinae,muridae,female,adult,14,75,NA,13,11,24,na,na,not_noted,visible,NA,3,NA,yes,Paper,lalehun,1,3,1,28
1_LAL_007,lalehun_1_3_1_40,mus_setulosus,mus,murinae,muridae,male,adult,14,78,NA,10.4,10,10.5,outside,not_noted,na,na,NA,NA,NA,yes,Paper,lalehun,1,3,1,40
1_LAL_008,lalehun_1_3_1_45,crocidura_olivieri,crocidura,crocidurinae,soricidae,male,not_known,27,120,NA,10.6,10,35,inside,not_noted,na,na,NA,NA,NA,yes,Paper,lalehun,1,3,1,45
1_LAL_009,lalehun_1_2_2_57,lophuromys_sikapusi,lophuromys,murinae,muridae,male,adult,70,132,NA,21,22,35,outside,not_noted,na,na,NA,NA,cut_tail,yes,Paper,lalehun,1,2,2,57
1_LAL_010,lalehun_1_2_2_104,lophuromys_sikapusi,lophuromys,murinae,muridae,male,adult,74,139,NA,20,17,35,outside,developed,na,na,NA,NA,NA,yes,Paper,lalehun,1,2,2,104
1_LAL_011,lalehun_1_2_2_105,lophuromys_sikapusi,lophuromys,murinae,muridae,female,adult,55,124,NA,22,19,34,na,na,open,barely_visible,NA,0,NA,yes,Paper,lalehun,1,2,2,105
1_LAL_012,lalehun_1_2_2_134,crocidura_olivieri,crocidura,crocidurinae,soricidae,female,adult,29,119,NA,17,11,34,na,na,open,visible,NA,3,NA,yes,Paper,lalehun,1,2,2,134
1_LAL_013,lalehun_1_2_3_184,crocidura_olivieri,crocidura,crocidurinae,soricidae,female,not_known,25,117,NA,17,10,34,na,na,not_noted,not_noted,NA,0,NA,yes,Paper,lalehun,1,2,3,184
1_LAL_014,lalehun_1_1_7_248,crocidura_olivieri,crocidura,crocidurinae,soricidae,male,not_known,25,114,NA,16,10,29,inside,not_noted,na,na,NA,NA,NA,yes,Paper,lalehun,1,1,7,248
1_LAL_015,lalehun_1_1_7_252,crocidura_olivieri,crocidura,crocidurinae,soricidae,male,not_known,17,93,NA,14,7,25,inside,not_noted,na,na,NA,NA,NA,yes,Paper,lalehun,1,1,7,252
1_LAL_016,lalehun_1_1_7_263,crocidura_theresae,crocidura,crocidurinae,soricidae,male,not_known,10.1,89,NA,14,7,29,inside,not_noted,na,na,NA,NA,NA,yes,Paper,lalehun,1,1,7,263
1_LAL_017,lalehun_1_4_1_11,mus_setulosus,mus,murinae,muridae,female,adult,13,73,NA,16,12,25,na,na,open,not_noted,NA,5,NA,yes,Paper,lalehun,1,4,1,11
1_LAL_018,lalehun_1_3_2_57,lophuromys_sikapusi,lophuromys,murinae,muridae,male,adult,67,133,NA,23,17,33,outside,developed,na,na,NA,NA,NA,yes,Paper,lalehun,1,3,2,57
1_LAL_019,lalehun_1_3_2_59,lophuromys_sikapusi,lophuromys,murinae,muridae,female,adult,73,132,NA,24,17,37,na,na,open,not_noted,NA,3,NA,yes,Paper,lalehun,1,3,2,59
1_LAL_020,lalehun_1_3_2_106,crocidura_grandiceps,crocidura,crocidurinae,soricidae,male,not_known,13,89,NA,17,7,29,inside,not_noted,na,na,NA,NA,NA,no,Paper,lalehun,1,3,2,106
1_LAL_021,lalehun_1_3_3_184,crocidura_olivieri,crocidura,crocidurinae,soricidae,female,adult,25,117,NA,18,9,32,na,na,open,not_noted,NA,0,NA,no,Paper,lalehun,1,3,3,184
1_LAL_022,lalehun_1_2_7_254,crocidura_theresae,crocidura,crocidurinae,soricidae,male,not_known,13,88,NA,15,7,24,inside,not_noted,na,na,NA,NA,NA,no,Paper,lalehun,1,2,7,254
1_SEI_001,seilama_1_1_5_215,praomys_rostratus,malacomys,murinae,muridae,female,adult,42,113,NA,26,22,41,na,na,open,not_noted,NA,3,NA,yes,Paper,seilama,1,1,5,215
1_SEI_002,seilama_1_1_1_18,mus_setulosus,mus,murinae,muridae,male,adult,10,71,NA,17,14,27,outside,not_noted,na,na,NA,NA,NA,yes,Paper,seilama,1,1,1,18
1_SEI_003,seilama_1_1_1_44,lophuromys_sikapusi,lophuromys,murinae,muridae,male,adult,65,130,NA,23,17,35,outside,developed,na,na,NA,NA,NA,yes,Paper,seilama,1,1,1,44
1_SEI_004,seilama_1_1_2_88,lophuromys_sikapusi,lophuromys,murinae,muridae,male,adult,74,125,NA,23,16,37,outside,developed,na,na,NA,NA,cut_tail,yes,Paper,seilama,1,1,2,88
1_SEI_005,seilama_1_1_3_138,praomys_rostratus,malacomys,murinae,muridae,female,adult,53,125,NA,27,23,37,na,na,open,visible,2,0,evidence_previous_pregnancy,yes,Paper,seilama,1,1,3,138
1_SEI_007,seilama_1_1_4_177,crocidura_olivieri,crocidura,crocidurinae,soricidae,female,not_known,24,106,NA,23,9,36,na,na,not_noted,not_noted,NA,0,NA,yes,Paper,seilama,1,1,4,177
1_SEI_010,seilama_1_2_1_38,crocidura_olivieri,crocidura,crocidurinae,soricidae,male,adult,33,114,NA,24,8,35,inside,developed,na,na,NA,NA,NA,no,Paper,seilama,1,2,1,38
1_SEI_012,seilama_1_2_3_103,lemniscomys_striatus,lemniscomys,murinae,muridae,male,adult,10,73,NA,23,15,28,not_noted,developed,na,na,NA,NA,NA,yes,Paper,seilama,1,2,3,103
1_SEI_013,seilama_1_2_3_117,crocidura_olivieri,crocidura,crocidurinae,soricidae,female,adult,19,98,NA,19,8,29,na,na,open,visible,NA,3,NA,no,Paper,seilama,1,2,3,117
1_SEI_014,seilama_1_2_3_131,praomys_rostratus,praomys,murinae,muridae,female,juvenile,43,105,NA,25,19,35,na,na,not_open,not_noted,6,0,NA,yes,Paper,seilama,1,2,3,131
1_SEI_015,seilama_1_2_3_133,praomys_rostratus,praomys,murinae,muridae,male,adult,45,118,NA,27,20,43,outside,developed,na,na,NA,NA,NA,yes,Paper,seilama,1,2,3,133
1_SEI_017,seilama_1_2_4_176,crocidura_olivieri,crocidura,crocidurinae,soricidae,male,adult,35,113,NA,17,9,35,outside,developed,na,na,NA,NA,NA,no,Paper,seilama,1,2,4,176
1_SEI_018,seilama_1_2_4_161,gerbilliscus_guineae,gerbillinae,gerbillinae,muridae,female,adult,180,174,NA,38,25,57,na,na,open,visible,3,6,NA,yes,Paper,seilama,1,2,4,161
1_SEI_022,seilama_1_2_5_219,praomys_rostratus,praomys,murinae,muridae,female,adult,47,117,NA,27,19,37,na,na,open,visible,3,4,NA,yes,Paper,seilama,1,2,5,219
1_SEI_023,seilama_1_2_5_223,malacomys_edwardsi,malacomys,murinae,muridae,female,adult,63,113,NA,33,28,43,na,na,open,visible,2,3,NA,yes,Paper,seilama,1,2,5,223
1_SEI_028,seilama_1_3_2_50,lophuromys_sikapusi,lophuromys,murinae,muridae,male,adult,60,123,NA,23,16,33,outside,developed,na,na,NA,NA,NA,yes,Paper,seilama,1,3,2,50
1_SEI_029,seilama_1_3_2_74,mastomys_natalensis,mastomys,murinae,muridae,male,adult,58,122,NA,24,18,36,outside,developed,na,na,NA,NA,NA,yes,Paper,seilama,1,3,2,74
1_SEI_030,seilama_1_3_2_96,hylomyscus_simus,hylomyscus,murinae,muridae,male,adult,13,78,NA,18,16,29,outside,developed,na,na,NA,NA,NA,yes,Paper,seilama,1,3,2,96
1_SEI_031,seilama_1_3_4_148,lophuromys_sikapusi,lophuromys,murinae,muridae,male,adult,63,127,NA,23,17,38,outside,not_noted,na,na,NA,NA,no_tail,yes,Paper,seilama,1,3,4,148
1_SEI_032,seilama_1_3_4_167,lophuromys_sikapusi,lophuromys,murinae,muridae,male,adult,58,124,NA,23,17,37,outside,developed,na,na,NA,NA,NA,yes,Paper,seilama,1,3,4,167
1_SEI_033,seilama_1_3_4_191,praomys_rostratus,praomys,murinae,muridae,male,adult,24,98,NA,26,17,32,outside,not_noted,na,na,NA,NA,NA,yes,Paper,seilama,1,3,4,191
1_SEI_036,seilama_1_4_1_1,mastomys_natalensis,mastomys,murinae,muridae,male,adult,39,113,NA,24,18,29,outside,developed,na,na,NA,NA,NA,yes,Paper,seilama,1,4,1,1
1_SEI_038,seilama_1_4_4_176,crocidura_olivieri,crocidura,crocidurinae,soricidae,male,not_known,29,121,NA,19,9,35,inside,not_noted,na,na,NA,NA,NA,yes,Paper,seilama,1,4,4,176
1_SEI_039,seilama_1_4_4_193,praomys_rostratus,praomys,murinae,muridae,female,adult,43,113,NA,27,19,45,na,na,open,visible,3,0,NA,yes,Paper,seilama,1,4,4,193
1_SEI_041,seilama_1_4_7_271,crocidura_buettikoferi,crocidura,crocidurinae,soricidae,female,juvenile,15,93,NA,17,8,33,na,na,not_open,visible,2,0,NA,yes,Paper,seilama,1,4,7,271
1_SEI_043,seilama_1_4_7_251,mastomys_natalensis,mastomys,murinae,muridae,male,adult,38,116,NA,24,17,33,outside,developed,na,na,NA,NA,NA,yes,Paper,seilama,1,4,7,251
2_LAL_001,lalehun_2_1_4_194,crocidura_olivieri,crocidura,crocidurinae,soricidae,male,adult,20,110,NA,17,7,29,outside,not_noted,na,na,NA,NA,NA,no,Paper,lalehun,2,1,4,194
2_LAL_005,lalehun_2_2_3_106,crocidura_olivieri,crocidura,crocidurinae,soricidae,male,juvenile,21,115,NA,19,8,NA,inside,undeveloped,na,na,NA,NA,NA,no,Paper,lalehun,2,2,3,106
2_LAL_009,lalehun_2_4_2_76,crocidura_grandiceps,crocidura,crocidurinae,soricidae,female,juvenile,11,84,NA,15,5,25,na,na,not_open,barely_visible,0,0,NA,no,Paper,lalehun,2,4,2,76
2_LAL_014,lalehun_2_4_4_190,mus_setulosus,mus,murinae,muridae,male,juvenile,6,55,NA,14,9,NA,inside,undeveloped,na,na,NA,NA,NA,yes,Paper,lalehun,2,4,4,190
2_LAL_015,lalehun_2_4_5_205,mus_setulosus,mus,murinae,muridae,female,juvenile,15,80,NA,15,12,20,na,na,not_open,visible,NA,0,NA,no,Paper,lalehun,2,4,5,205
2_LAL_016,lalehun_2_4_7_293,rattus_rattus,rattus,murinae,muridae,male,adult,60,145,NA,30,20,36,outside,developed,na,na,NA,NA,NA,yes,Paper,lalehun,2,4,7,293
2_SEI_001,seilama_2_1_1_35,mus_setulosus,mus,murinae,muridae,female,adult,12,74,NA,15,10,20,na,na,open,visible,4,NA,NA,yes,Paper,seilama,2,1,1,35
2_SEI_003,seilama_2_1_7_74,rattus_rattus,rattus,murinae,muridae,male,adult,75,160,NA,30,22,40,outside,not_noted,na,na,NA,NA,NA,yes,Paper,seilama,2,1,7,74
2_SEI_005,seilama_2_1_7_89,mastomys_natalensis,mastomys,murinae,muridae,female,adult,52,111,NA,22,17,25,na,na,open,visible,10,6,NA,yes,Paper,seilama,2,1,7,89
2_SEI_006,seilama_2_1_7_98,crocidura_olivieri,mastomys,murinae,muridae,male,adult,66,130,NA,22,18,30,outside,developed,na,na,NA,NA,NA,yes,Paper,seilama,2,1,7,98
2_SEI_010,seilama_2_1_2_156,praomys_rostratus,praomys,murinae,muridae,female,adult,46,117,NA,24,18,38,na,na,open,barely_visible,3,0,NA,yes,Paper,seilama,2,1,2,156
2_SEI_012,seilama_2_1_2_180,praomys_rostratus,praomys,murinae,muridae,female,juvenile,25,99,NA,20,16,30,na,na,not_open,barely_visible,NA,0,NA,yes,Paper,seilama,2,1,2,180
2_SEI_015,seilama_2_1_3_201,mastomys_natalensis,mastomys,murinae,muridae,male,adult,52,130,NA,25,18,35,outside,developed,na,na,NA,NA,NA,yes,Paper,seilama,2,1,3,201
2_SEI_016,seilama_2_1_3_215,mastomys_natalensis,mastomys,murinae,muridae,female,juvenile,48,109,NA,22,16,30,na,na,not_open,barely_visible,NA,0,NA,yes,Paper,seilama,2,1,3,215
2_SEI_017,seilama_2_1_3_225,mastomys_natalensis,mastomys,murinae,muridae,male,adult,35,115,NA,22,16,29,outside,undeveloped,na,na,NA,NA,NA,yes,Paper,seilama,2,1,3,225
2_SEI_018,seilama_2_2_3_232,mastomys_natalensis,mastomys,murinae,muridae,male,adult,40,105,NA,24,16,29,outside,developed,NA,NA,NA,NA,NA,yes,Paper,seilama,2,2,3,232
2_SEI_019,seilama_2_2_3_265,mastomys_erythroleucus,mastomys,murinae,muridae,male,adult,65,125,NA,26,16,30,outside,developed,NA,NA,NA,NA,NA,yes,Paper,seilama,2,2,3,265
2_SEI_023,seilama_2_2_5_296,praomys_rostratus,praomys,murinae,muridae,female,adult,39,110,NA,22,16,26,NA,NA,open,visible,3,0,NA,yes,Paper,seilama,2,2,5,296
2_SEI_024,seilama_2_2_1_5,mus_setulosus,mus,murinae,muridae,female,juvenile,11,70,NA,15,10,21,NA,NA,not_open,NA,NA,NA,NA,no,Paper,seilama,2,2,1,5
2_SEI_026,seilama_2_2_1_19,praomys_rostratus,praomys,murinae,muridae,male,adult,58,125,NA,26,20,36,outside,developed,NA,NA,NA,NA,NA,yes,Paper,seilama,2,2,1,19
2_SEI_027,seilama_2_2_1_22,mus_setulosus,mastomys,murinae,muridae,male,adult,35,104,NA,22,17,28,outside,developed,NA,NA,NA,NA,NA,yes,Paper,seilama,2,2,1,22
2_SEI_028,seilama_2_2_1_43,mus_setulosus,mus,murinae,muridae,female,juvenile,9,68,NA,12,9,20,NA,NA,not_open,visible,2,0,NA,yes,Paper,seilama,2,2,1,43
2_SEI_034,seilama_2_3_4_139,lemniscomys_striatus,lemniscomys,murinae,muridae,female,adult,45,117,NA,25,15,29,NA,NA,open,visible,4,0,NA,yes,Paper,seilama,2,3,4,139
2_SEI_036,seilama_2_3_2_153,crocidura_buettikoferi,crocidura,crocidurinae,soricidae,female,juvenile,12,94,NA,14,6,19,NA,NA,not_open,not_noted,NA,0,NA,yes,Paper,seilama,2,3,2,153
2_SEI_038,seilama_2_3_2_194,mastomys_natalensis,mastomys,murinae,muridae,female,adult,33,103,NA,24,18,28,NA,NA,open,visible,10,0,NA,yes,Paper,seilama,2,3,2,194
2_SEI_039,seilama_2_3_3_219,mastomys_natalensis,mastomys,murinae,muridae,male,adult,56,125,NA,24,17,30,outside,developed,NA,NA,NA,NA,NA,yes,Paper,seilama,2,3,3,219
2_SEI_041,seilama_2_3_5_306,praomys_rostratus,praomys,murinae,muridae,female,adult,40,109,NA,22,19,25,NA,NA,open,visible,3,4,NA,yes,Paper,seilama,2,3,5,306
2_SEI_047,seilama_2_4_4_101,lophuromys_sikapusi,lophuromys,murinae,muridae,male,adult,60,130,NA,20,15,NA,outside,developed,NA,NA,NA,NA,NA,yes,Paper,seilama,2,4,4,101
2_SEI_048,seilama_2_4_4_108,lophuromys_sikapusi,lophuromys,murinae,muridae,male,adult,60,125,NA,20,15,30,outside,developed,NA,NA,NA,NA,NA,yes,Paper,seilama,2,4,4,108
2_SEI_053,seilama_2_4_5_284,hybomys_planifrons,hybomys,murinae,muridae,female,adult,46,120,NA,25,15,35,NA,NA,open,visible,4,0,NA,yes,Paper,seilama,2,4,5,284
2_SEI_054,seilama_2_4_5_293,praomys_rostratus,praomys,murinae,muridae,male,adult,45,120,NA,25,20,29,outside,developed,NA,NA,NA,NA,NA,yes,Paper,seilama,2,4,5,293
2_SEI_055,seilama_2_4_5_296,crocidura_buettikoferi,crocidura,crocidurinae,soricidae,female,juvenile,20,104,NA,15,7,30,NA,NA,not_open,barely_visible,0,0,NA,yes,Paper,seilama,2,4,5,296
6_SEI_005,seilama_6_2_1_30,praomys_rostratus,praomys,murinae,muridae,male,adult,31,110,no,24,18,25,external,yes,NA,NA,NA,NA,NA,yes,ODK,seilama,6,2,1,30
6_SEI_004,seilama_6_1_5_217,praomys_rostratus,praomys,murinae,muridae,male,juvenile,17,89,no,23,15,25,internal,no,NA,NA,NA,NA,NA,yes,ODK,seilama,6,1,5,217
6_SEI_003,seilama_6_1_4_195,malacomys_edwardsi,praomys,murinae,muridae,female,adult,61,139,yes,30,25,35,NA,NA,yes,yes,3,0,NA,no,ODK,seilama,6,1,4,195
6_SEI_008,seilama_6_2_5_229,praomys_rostratus,praomys,murinae,muridae,female,adult,35,115,no,24,19,27,NA,NA,yes,yes,3,4,NA,yes,ODK,seilama,6,2,5,229
6_SEI_007,seilama_6_2_5_197,malacomys_edwardsi,praomys,murinae,muridae,female,adult,31,115,no,30,21,29,NA,NA,yes,yes,3,0,NA,yes,ODK,seilama,6,2,5,197
6_SEI_006,seilama_6_2_1_34,praomys_rostratus,rattus,murinae,muridae,male,juvenile,10,75,no,22,15,22,internal,no,NA,NA,NA,NA,NA,no,ODK,seilama,6,2,1,34
6_LAL_015,lalehun_6_4_7_251,hylomyscus_simus,hylomyscus,murinae,muridae,male,adult,13,79,no,16,15,19,external,yes,NA,NA,NA,NA,NA,yes,ODK,lalehun,6,4,7,251
6_LAL_014,lalehun_6_3_5_199,hylomyscus_simus,praomys,murinae,muridae,female,adult,19,85,no,20,15,21,NA,NA,yes,yes,4,3,NA,yes,ODK,lalehun,6,3,5,199
6_LAL_013,lalehun_6_3_3_147,hylomyscus_simus,hylomyscus,murinae,muridae,female,adult,23,85,no,17,15,18,NA,NA,yes,yes,4,3,NA,yes,ODK,lalehun,6,3,3,147
6_LAL_012,lalehun_6_3_2_92,rattus_rattus,rattus,murinae,muridae,male,adult,60,145,no,32,22,35,internal,yes,NA,NA,NA,NA,NA,yes,ODK,lalehun,6,3,2,92
6_LAL_010,lalehun_6_3_3_124,mastomys_natalensis,mastomys,murinae,muridae,male,adult,25,94,no,22,18,22,external,yes,NA,NA,NA,NA,NA,no,ODK,lalehun,6,3,3,124
6_LAL_009,lalehun_6_3_2_54,mastomys_erythroleucus,mastomys,murinae,muridae,male,adult,39,121,no,25,16,25,external,yes,NA,NA,NA,NA,NA,yes,ODK,lalehun,6,3,2,54
6_LAL_007,lalehun_6_2_2_89,mus_setulosus,mus,murinae,muridae,female,adult,10,74,no,15,11,19,NA,NA,yes,yes,3,0,NA,yes,ODK,lalehun,6,2,2,89
6_LAL_006,lalehun_6_2_2_83,mus_setulosus,mus,murinae,muridae,female,adult,8,72,no,13,10,20,NA,NA,yes,yes,5,0,NA,no,ODK,lalehun,6,2,2,83
6_LAL_004,lalehun_6_2_2_62,praomys_rostratus,praomys,murinae,muridae,female,adult,39,119,no,22,17,30,NA,NA,yes,yes,3,0,NA,yes,ODK,lalehun,6,2,2,62
6_LAL_003,lalehun_6_2_1_16,mastomys_erythroleucus,mastomys,murinae,muridae,male,adult,37,134,no,25,19,28,external,yes,NA,NA,NA,NA,NA,yes,ODK,lalehun,6,2,1,16
6_LAL_002,lalehun_6_1_5_245,mus_setulosus,mastomys,murinae,muridae,female,adult,14,80,no,17,12,20,NA,NA,yes,yes,5,NA,NA,no,ODK,lalehun,6,1,5,245
3_LAL_007,lalehun_3_3_3_97,mastomys_natalensis,mastomys,murinae,muridae,female,adult,52,121,no,24,18,32,NA,NA,yes,yes,9,0,NA,yes,ODK,lalehun,3,3,3,97
3_LAL_003,lalehun_3_1_3_55,praomys_rostratus,praomys,murinae,muridae,male,adult,80,85,yes,17,15,25,external,yes,NA,NA,NA,NA,NA,yes,ODK,lalehun,3,1,3,55
3_BAI_001,baiama_3_1_4_194,hybomys_planifrons,crocidura,crocidurinae,soricidae,male,juvenile,21,84,no,15,8,23,internal,no,NA,NA,NA,NA,NA,no,ODK,baiama,3,1,4,194
1_SEI_006,seilama_1_1_3_147,malacomys_edwardsi,malacomys,murinae,muridae,female,adult,48,128,NA,26,21,35,na,na,open,visible,2,0,lactating,no,Paper,seilama,1,1,3,147
1_SEI_008,seilama_1_2_1_8,praomys_rostratus,praomys,murinae,muridae,male,adult,53,116,NA,27,19,35,outside,developed,na,na,NA,NA,NA,yes,Paper,seilama,1,2,1,8
1_SEI_009,seilama_1_2_1_22,praomys_rostratus,praomys,murinae,muridae,male,adult,17,85,NA,24,17,27,outside,developed,na,na,NA,NA,NA,yes,Paper,seilama,1,2,1,22
1_SEI_011,seilama_1_2_2_52,praomys_rostratus,praomys,murinae,muridae,male,adult,14,78,NA,22,16,33,outside,developed,na,na,NA,NA,NA,yes,Paper,seilama,1,2,2,52
1_SEI_016,seilama_1_2_3_142,praomys_rostratus,praomys,murinae,muridae,female,juvenile,9,61,NA,17,16,22,na,na,not_open,barely_visible,NA,0,NA,yes,Paper,seilama,1,2,3,142
1_SEI_019,seilama_1_2_4_169,lophuromys_sikapusi,lophuromys,murinae,muridae,female,adult,45,188,NA,17,15,37,na,na,open,visible,2,0,NA,yes,Paper,seilama,1,2,4,169
1_SEI_020,seilama_1_2_4_196,lophuromys_sikapusi,lophuromys,murinae,muridae,male,adult,55,115,NA,18,15,35,not_noted,developed,na,na,NA,NA,no_tail,yes,Paper,seilama,1,2,4,196
1_SEI_021,seilama_1_2_5_215,praomys_rostratus,praomys,murinae,muridae,male,adult,53,123,NA,27,19,45,outside,developed,na,na,NA,NA,NA,yes,Paper,seilama,1,2,5,215
1_SEI_024,seilama_1_2_5_226,praomys_rostratus,praomys,murinae,muridae,female,adult,44,109,NA,26,19,41,na,na,not_noted,visible,3,3,NA,yes,Paper,seilama,1,2,5,226
1_SEI_025,seilama_1_2_5_232,praomys_rostratus,praomys,murinae,muridae,female,adult,37,105,NA,26,19,36,na,na,open,visible,3,3,NA,yes,Paper,seilama,1,2,5,232
1_SEI_026,seilama_1_2_5_245,praomys_rostratus,praomys,murinae,muridae,female,adult,31,105,NA,26,19,39,na,na,open,visible,3,0,NA,yes,Paper,seilama,1,2,5,245
1_SEI_027,seilama_1_1_7_252,mus_setulosus,mus,murinae,muridae,female,adult,10,69,NA,17,13,26,na,na,open,visible,3,2,NA,yes,Paper,seilama,1,1,7,252
1_SEI_034,seilama_1_3_5_225,hylomyscus_simus,hylomyscus,murinae,muridae,female,adult,21,83,NA,18,16,27,na,na,open,visible,3,3,NA,yes,Paper,seilama,1,3,5,225
1_SEI_035,seilama_1_3_5_243,hybomys_planifrons,hybomys,murinae,muridae,male,adult,24,95,NA,33,18,33,outside,undeveloped,na,na,NA,NA,NA,yes,Paper,seilama,1,3,5,243
1_SEI_037,seilama_1_4_3_136,rattus_rattus,rattus,murinae,muridae,female,juvenile,28,103,NA,29,19,33,na,na,not_open,barely_visible,0,0,NA,yes,Paper,seilama,1,4,3,136
1_SEI_040,seilama_1_4_5_245,praomys_rostratus,praomys,murinae,muridae,female,adult,43,117,NA,27,20,35,na,na,not_open,visible,3,2,NA,yes,Paper,seilama,1,4,5,245
1_SEI_042,seilama_1_4_7_276,rattus_rattus,rattus,murinae,muridae,female,adult,105,149,NA,37,24,42,na,na,open,visible,5,8,NA,yes,Paper,seilama,1,4,7,276
2_LAL_002,lalehun_2_1_4_191,crocidura_grandiceps,crocidura,crocidurinae,soricidae,male,adult,NA,80,NA,15,5,22,outside,not_noted,na,na,NA,NA,NA,no,Paper,lalehun,2,1,4,191
2_LAL_003,lalehun_2_1_7_296,rattus_rattus,rattus,murinae,muridae,male,adult,52,135,NA,3,20,39,inside,developed,na,na,NA,NA,NA,no,Paper,lalehun,2,1,7,296
2_LAL_004,lalehun_2_2_2_96,mus_setulosus,mus,murinae,muridae,male,adult,15,80,NA,15,15,22,outside,developed,na,na,NA,NA,NA,no,Paper,lalehun,2,2,2,96
2_LAL_006,lalehun_2_3_4_174,mus_setulosus,mus,murinae,muridae,female,not_known,11,78,NA,14,10,22,na,na,not_recorded,not_recorded,0,0,NA,no,Paper,lalehun,2,3,4,174
2_LAL_007,lalehun_2_3_7_308,mastomys_natalensis,mastomys,murinae,muridae,female,juvenile,13,87,NA,70,15,22,na,na,not_open,barely_visible,0,0,NA,no,Paper,lalehun,2,3,7,308
2_LAL_008,lalehun_2_4_2_52,mus_setulosus,mus,murinae,muridae,male,adult,12,75,NA,16,11,25,outside,developed,na,na,NA,NA,NA,no,Paper,lalehun,2,4,2,52
2_LAL_010,lalehun_2_4_2_92,crocidura_grandiceps,crocidura,crocidurinae,soricidae,female,not_known,15,90,NA,15,7,26,na,na,not_recorded,not_recorded,0,0,NA,no,Paper,lalehun,2,4,2,92
2_LAL_011,lalehun_2_4_3_114,crocidura_olivieri,crocidura,crocidurinae,soricidae,female,adult,32,135,NA,18,10,35,na,na,open,visible,NA,0,NA,yes,Paper,lalehun,2,4,3,114
2_LAL_012,lalehun_2_4_3_127,malacomys_edwardsi,malacomys,murinae,muridae,male,adult,40,118,NA,31,23,35,outside,developed,na,na,NA,NA,NA,yes,Paper,lalehun,2,4,3,127
2_LAL_013,lalehun_2_4_3_138,mastomys_erythroleucus,mastomys,murinae,muridae,male,adult,46,119,NA,22,19,31,outside,developed,na,na,NA,NA,NA,yes,Paper,lalehun,2,4,3,138
2_SEI_002,seilama_2_1_1_46,mastomys_natalensis,mastomys,murinae,muridae,male,adult,60,134,NA,24,20,35,outside,developed,na,na,NA,NA,NA,yes,Paper,seilama,2,1,1,46
2_SEI_004,seilama_2_1_7_87,mastomys_natalensis,mastomys,murinae,muridae,female,adult,80,140,NA,25,19,32,na,na,open,visible,9,6,NA,yes,Paper,seilama,2,1,7,87
2_SEI_007,seilama_2_1_4_114,crocidura_olivieri,crocidura,crocidurinae,soricidae,female,juvenile,22,110,NA,18,8,35,na,na,not_open,barely_visible,NA,0,NA,yes,Paper,seilama,2,1,4,114
2_SEI_008,seilama_2_1_4_127,crocidura_grandiceps,crocidura,crocidurinae,soricidae,female,juvenile,12,85,NA,15,6,25,na,na,not_open,barely_visible,NA,0,NA,yes,Paper,seilama,2,1,4,127
2_SEI_009,seilama_2_1_4_128,crocidura_grandiceps,crocidura,crocidurinae,soricidae,female,juvenile,15,74,NA,15,6,NA,na,na,not_open,barely_visible,NA,0,NA,yes,Paper,seilama,2,1,4,128
2_SEI_011,seilama_2_1_2_174,praomys_rostratus,praomys,murinae,muridae,male,adult,50,128,NA,22,17,35,outside,developed,na,na,NA,NA,NA,yes,Paper,seilama,2,1,2,174
2_SEI_013,seilama_2_1_2_182,lophuromys_sikapusi,lophuromys,murinae,muridae,female,adult,58,135,NA,25,18,40,na,na,open,visible,3,0,broken_tail,yes,Paper,seilama,2,1,2,182
2_SEI_014,seilama_2_1_2_186,crocidura_buettikoferi,crocidura,crocidurinae,soricidae,female,adult,22,100,NA,14,8,30,na,na,open,visible,4,0,NA,yes,Paper,seilama,2,1,2,186
2_SEI_020,seilama_2_2_3_268,mastomys_natalensis,mastomys,murinae,muridae,female,juvenile,48,120,NA,24,18,31,NA,NA,not_open,not_noted,NA,0,NA,yes,Paper,seilama,2,2,3,268
